scenario,seed,avg_wait,avg_travel_time,avg_queue,p95_queue,completed_trips,throughput,gridlock_duration,gridlock_events,policy_inference_latency_ms,cpu_usage,peak_memory_mb,failed,incomplete,steps,gridlock_pct,fail_reason,spawned,final_vehicles
missing_sensors,1004,14.932083047722985,102.38078291814946,0.4831597222222222,2.7511111111111086,281,0.7805555555555556,0.0,0,0.011554731382703822,99.85166666666666,720.453125,False,False,360,0.0,,450,169
missing_sensors,1005,14.940399750728009,91.88364779874213,0.5001302083333333,2.8487499999999972,318,0.8833333333333333,0.0,0,0.011345797490018109,100.16972222222222,720.47265625,False,False,360,0.0,,471,153
missing_sensors,1006,14.358363381280709,102.4795918367347,0.4384982638888889,2.5231944444444427,294,0.8166666666666667,0.0,0,0.010810740604938474,100.27722222222224,720.484375,False,False,360,0.0,,433,139
missing_sensors,1007,11.484176080078285,79.49044585987261,0.39991319444444445,2.265416666666664,314,0.8722222222222222,0.0,0,0.011879096604793126,99.00944444444445,720.50390625,False,False,360,0.0,,483,169
missing_sensors,1008,12.444949572209971,92.37704918032787,0.41024305555555557,2.467361111111109,305,0.8472222222222222,0.0,0,0.011041355295067964,101.3311111111111,720.515625,False,False,360,0.0,,451,146
missing_sensors,1009,14.361859678811284,93.46843853820597,0.38580729166666666,2.114305555555554,301,0.8361111111111111,0.0,0,0.011020674911479646,99.57944444444443,720.5234375,False,False,360,0.0,,452,151
missing_sensors,1010,12.381374307821536,89.56228956228956,0.38250868055555554,2.121388888888887,297,0.825,0.0,0,0.010868091511737375,100.20500000000001,720.5390625,False,False,360,0.0,,450,153
missing_sensors,1011,16.80799533022467,98.29801324503312,0.5196180555555555,3.032499999999997,302,0.8388888888888889,0.0,0,0.011453102362995397,100.27111111111111,720.5546875,False,False,360,0.0,,452,150
missing_sensors,1012,16.644152776814682,101.06646525679758,0.5305121527777777,3.169999999999997,331,0.9194444444444444,0.0,0,0.011593241348843245,99.31888888888889,720.5703125,False,False,360,0.0,,466,135
missing_sensors,1013,11.618207645724791,96.54140127388536,0.404296875,2.1381944444444425,314,0.8722222222222222,0.0,0,0.010947991065929981,100.56611111111111,720.5859375,False,False,360,0.0,,482,168
missing_sensors,1014,10.720322211471842,92.9,0.34796006944444446,1.8254166666666654,310,0.8611111111111112,0.0,0,0.011349478740562012,99.80111111111111,720.6015625,False,False,360,0.0,,445,135
missing_sensors,1015,13.068552299886765,93.5079365079365,0.38645833333333335,2.324583333333331,315,0.875,0.0,0,0.011166746581794642,100.65416666666667,720.61328125,False,False,360,0.0,,450,135
missing_sensors,1016,13.416602863678644,102.52564102564102,0.473828125,2.2701388888888863,312,0.8666666666666667,0.0,0,0.011102558538469667,99.575,720.64453125,False,False,360,0.0,,491,179
missing_sensors,1017,13.307168757666947,92.21806853582555,0.40824652777777776,2.3670833333333308,321,0.8916666666666667,0.0,0,0.010983037494346112,99.5311111111111,720.66015625,False,False,360,0.0,,459,138
