scenario,seed,avg_wait,avg_travel_time,avg_queue,p95_queue,completed_trips,throughput,gridlock_duration,gridlock_events,policy_inference_latency_ms,cpu_usage,peak_memory_mb,failed,incomplete,steps,gridlock_pct,fail_reason,spawned,final_vehicles
missing_sensors,1018,13.645800669454418,87.01003344481606,0.42291666666666666,2.513611111111109,299,0.8305555555555556,0.0,0,0.01066780429634188,99.87472222222223,720.66796875,False,False,360,0.0,,455,156
missing_sensors,1019,12.156836860069388,87.66333333333333,0.43472222222222223,2.632083333333331,300,0.8333333333333334,0.0,0,0.010665653836541524,99.77416666666666,720.68359375,False,False,360,0.0,,469,169
partial_light_failure,1000,21.927348987994037,71.63157894736842,0.5655815972222222,3.690555555555541,266,0.7388888888888889,0.0,0,0.010847792529804993,99.56111111111112,720.71484375,False,False,360,0.0,,441,175
partial_light_failure,1001,16.270568137280907,74.27368421052631,0.5069010416666667,3.485555555555542,285,0.7916666666666666,0.0,0,0.010855281864981711,99.90777777777778,720.75,False,False,360,0.0,,476,191
partial_light_failure,1002,16.311809181044257,72.46715328467154,0.47235243055555554,3.310972222222209,274,0.7611111111111111,0.0,0,0.010519736305367487,98.95222222222223,720.7734375,False,False,360,0.0,,444,170
partial_light_failure,1003,18.574610868056272,71.89568345323741,0.4934895833333333,3.470138888888875,278,0.7722222222222223,0.0,0,0.01142182501199487,100.41611111111112,720.78515625,False,False,360,0.0,,445,167
partial_light_failure,1004,20.162589161694186,77.72830188679245,0.5952256944444444,2.6172222222222135,265,0.7361111111111112,0.0,0,0.010813703475933936,99.92583333333334,720.80859375,False,False,360,0.0,,450,185
partial_light_failure,1005,15.580198475305535,70.79016393442623,0.426953125,2.6355555555555474,305,0.8472222222222222,0.0,0,0.010670988972884111,100.99222222222221,720.83984375,False,False,360,0.0,,471,166
partial_light_failure,1006,21.34041753458141,74.93333333333334,0.5936631944444445,4.632222222222201,255,0.7083333333333334,0.0,0,0.010782038528608004,99.85388888888889,720.859375,False,False,360,0.0,,433,178
partial_light_failure,1007,16.711351359940945,68.09120521172639,0.5032118055555556,3.792222222222207,307,0.8527777777777777,0.0,0,0.010903289714608237,100.40027777777777,720.88671875,False,False,360,0.0,,483,176
partial_light_failure,1008,17.892895670885334,69.18505338078292,0.50625,4.004583333333316,281,0.7805555555555556,0.0,0,0.011518707611281166,99.67777777777778,720.90234375,False,False,360,0.0,,451,170
partial_light_failure,1009,22.974720382016187,68.35606060606061,0.5385416666666667,3.888749999999983,264,0.7333333333333333,0.0,0,0.011027966643774157,100.21833333333333,720.92578125,False,False,360,0.0,,452,188
partial_light_failure,1010,14.3933436606107,72.61754385964912,0.3848958333333333,2.822361111111102,285,0.7916666666666666,0.0,0,0.01090252652728749,100.08416666666668,720.94921875,False,False,360,0.0,,450,165
partial_light_failure,1011,19.23430348040252,75.30877192982456,0.5353732638888888,2.608611111111103,285,0.7916666666666666,0.0,0,0.011000034959983572,99.67361111111111,720.9609375,False,False,360,0.0,,452,167
partial_light_failure,1012,21.857107539047657,68.21602787456446,0.6296875,4.37388888888887,287,0.7972222222222223,0.0,0,0.010607109733326878,98.93611111111112,720.9765625,False,False,360,0.0,,466,179
partial_light_failure,1013,21.970299364702523,77.56227758007117,0.6726996527777778,4.4829166666666485,281,0.7805555555555556,0.0,0,0.010691044988359662,100.5,721.01171875,False,False,360,0.0,,482,201
partial_light_failure,1014,19.794012672515294,71.44,0.5404079861111111,4.013749999999982,275,0.7638888888888888,0.0,0,0.010826120615092805,99.595,721.0390625,False,False,360,0.0,,445,170
partial_light_failure,1015,20.241269453095757,71.24285714285715,0.5593315972222223,4.7777777777777555,280,0.7777777777777778,0.0,0,0.01057731665746865,99.04138888888889,721.05078125,False,False,360,0.0,,450,170
partial_light_failure,1016,17.695921761954,74.76190476190476,0.6370659722222223,4.574305555555536,273,0.7583333333333333,0.0,0,0.010469998505868716,101.05972222222222,721.08984375,False,False,360,0.0,,491,218
partial_light_failure,1017,20.987412241571075,73.22996515679442,0.591015625,3.456944444444431,287,0.7972222222222223,0.0,0,0.010946190610007357,98.8313888888889,721.1171875,False,False,360,0.0,,459,172
partial_light_failure,1018,22.3936100355742,73.45035460992908,0.5947916666666667,4.929305555555533,282,0.7833333333333333,0.0,0,0.010580615071376087,99.29944444444445,721.12109375,False,False,360,0.0,,455,173
partial_light_failure,1019,17.374404340537044,69.02768166089966,0.48125,3.7312499999999846,289,0.8027777777777778,0.0,0,0.010315544245208407,100.25999999999999,721.13671875,False,False,360,0.0,,469,180
